,시도,측정일시,SO2,O3,NO2,PM10,PM25
20106,인천,20160121,0.006531400375939821,0.020556349206349158,0.023514970238095196,42.766524767801855,26.394345238095237
20107,인천,20160122,0.006711140873015833,0.023745170217209646,0.02051060829156219,38.13778326023392,20.210565476190478
20108,인천,20160123,0.005759325396825346,0.02751785714285709,0.011178571428571383,27.849999999999998,12.039434523809524
20109,인천,20160124,0.005797509920634884,0.02619781746031744,0.011268928571428536,32.546710526315785,16.740327380952383
20110,인천,20160125,0.006356710239651391,0.020300961042311636,0.023204048417612626,54.24552875243665,15.54761904761905
20111,인천,20160126,0.008880884502923958,0.014380616471734884,0.03552729166666665,72.58961988304094,37.982886904761905
20112,인천,20160127,0.008086253654970729,0.02048188352826507,0.0318944200779727,59.902034421224634,31.99280753968254
20113,인천,20160128,0.006871572855750471,0.01340514132553603,0.04350582115009744,54.74070419103314,31.805059523809522
20114,인천,20160129,0.007158173036758533,0.017007832080200472,0.031230843776106906,55.969308688387635,31.906994047619047
20115,인천,20160130,0.006657936507936467,0.018934523809523752,0.02560575396825392,38.30416666666667,22.74330357142857
20116,인천,20160131,0.005799999999999945,0.029190476190476145,0.013496537698412659,35.7046626984127,17.967261904761905
20117,인천,20160201,0.0062231740810358835,0.02694853801169586,0.017496795112781894,34.582367376775274,15.25
20118,인천,20160202,0.007258815789473642,0.023313398078529602,0.02693829887218041,40.98367251871509,20.920386904761905
20119,인천,20160203,0.008197797619047566,0.018420932539682508,0.039672956349206305,51.563293650793646,29.505208333333332
20120,인천,20160204,0.008107325482824662,0.02231934534047533,0.030730550221550565,53.55703052054155,33.07415674603175
20121,인천,20160205,0.007910860484544646,0.024243843984962366,0.0273978519214703,45.699603174603176,22.947916666666668
20122,인천,20160206,0.007698214285714238,0.028307539682539632,0.0161655059523809,47.03174603174603,22.317708333333332
20123,인천,20160207,0.006954365079365042,0.022628968253968207,0.02298154761904757,37.490476190476194,21.54389880952381
20124,인천,20160208,0.007903888888888846,0.030409027777777733,0.021152073412698365,71.69404761904762,48.848958333333336
20125,인천,20160209,0.006727182539682488,0.03022976190476187,0.01487718253968249,49.23809523809524,24.026041666666668
20126,인천,20160210,0.007975198412698363,0.01539484126984123,0.036633134920634865,41.99801587301587,26.385416666666668
20127,인천,20160211,0.007658537489557175,0.009640068922305725,0.048591317355889674,55.868009458900524,33.30704365079365
20128,인천,20160212,0.0051854573934836745,0.012106923558897212,0.03544166823308267,35.60066954047701,24.093998015873016
20129,인천,20160213,0.005604563492063442,0.007241938178780241,0.031221626984126935,20.581761695906433,13.481994047619047
20130,인천,20160214,0.004637896825396771,0.02684722222222218,0.009560119047618993,31.06107456140351,15.756696428571429
20131,인천,20160215,0.0045796334586465795,0.02971606098579779,0.012111291248955687,32.44271964633807,9.33829365079365
20132,인천,20160216,0.005549709690893863,0.023514755639097714,0.020444761382623185,27.380374547479814,14.873511904761905
20133,인천,20160217,0.00576524801587298,0.02372107351712611,0.02280707706766913,37.96780318852687,13.1203373015873
20134,인천,20160218,0.007972984544695026,0.025650375939849587,0.026318201754385918,48.361131996658315,29.702380952380953
20135,인천,20160219,0.008442133806739026,0.013011319966583083,0.03498719611528819,79.16468253968254,41.838541666666664
20136,인천,20160220,0.0060367063492062995,0.02559722222222219,0.019786706349206293,40.84623015873016,15.09375
20137,인천,20160221,0.005169841269841221,0.03101587301587297,0.013865962301587258,27.305357142857144,11.337797619047619
20138,인천,20160222,0.006672128063213546,0.014093344472291802,0.034083820836814216,41.12218915343915,18.416666666666668
20139,인천,20160223,0.005707169138123029,0.024434438526872687,0.019523659321915864,49.877626357560565,28.59126984126984
20140,인천,20160224,0.005547270607073191,0.02829874512670562,0.01606200918964072,31.545188952774094,14.958333333333334
20141,인천,20160225,0.008002685881370037,0.023987353801169536,0.02741791457811191,53.00900689223058,30.825892857142858
20142,인천,20160226,0.007965514306599787,0.02701571115288215,0.02633761225981616,50.70239487607909,31.24553571428571
20143,인천,20160227,0.0073068849206348796,0.025563492063492028,0.027693025793650756,62.09126984126984,44.117559523809526
20144,인천,20160228,0.005907499999999988,0.02229583333333331,0.028791458333333336,48.932837301587305,32.866815476190474
20145,인천,20160229,0.005606388888888859,0.03265426587301584,0.013430248015872967,51.60833333333334,26.325892857142858
20146,인천,20160301,0.005030386904761858,0.03197837301587298,0.015794047619047572,27.93938492063492,14.30774087024087
20147,인천,20160302,0.00725359440267333,0.024784382832080162,0.025154311821219685,36.54218706488444,19.42909867909868
20148,인천,20160303,0.007345439118629875,0.022301091269841238,0.03271586257309938,48.40476016429964,27.6864898989899
20149,인천,20160304,0.006524181808688346,0.017940789473684174,0.04054062761069336,69.36696950710109,40.32854587542088
20150,인천,20160305,0.004829761904761854,0.01693055555555549,0.02106805555555551,25.273434095860566,14.777772112147112
20151,인천,20160306,0.005138293650793592,0.025781746031745986,0.016508928571428525,131.08531746031747,32.44230769230769
20152,인천,20160307,0.006714682539682492,0.012555555555555506,0.03792393849206344,122.08472222222223,35.51602564102564
20153,인천,20160308,0.005030675647451942,0.02883848858256748,0.015359511104149216,66.7818095074287,20.67892871017871
20154,인천,20160309,0.004933705188215617,0.02841451985765063,0.013265853307697313,41.06696397857389,12.598460567210568
20155,인천,20160310,0.005407625835421871,0.03007590329991643,0.013726445802004992,34.36760129490393,12.392361111111112
20156,인천,20160311,0.005454761382623196,0.031544303467000816,0.016449427213867968,35.30797827903091,16.470177738927738
20157,인천,20160312,0.006376785714285662,0.028478174603174564,0.023757539682539634,43.32936507936508,19.62099358974359
20158,인천,20160313,0.00743928571428567,0.03308531746031742,0.025322222222222177,59.66775793650794,37.53677075239575
